Product,"UPC","Qty Avail"
"BUR 410280","000381102805","1"
"BUR 410281","000381102812","0"
"BUR 410284","000381102843","0"
"BUR 410288","000381102881","5"
"BUR 410290","000381102904","3"
"BUR 410291","000381102911","2"
"BUR 410293","000381102935","5"
"BUR 410294","000381102942","9"
"BUR 410297","000381102973","1"
"BUR 410319","000381103192","0"
"BUR 410321","000381103215","1"
"BUR 410323","000381103239","0"
"BUR 410324","000381103246","2"
"BUR 410326","000381103260","6"
"BUR 410328","000381103284","8"
"BUR 410329","000381103291","7"
"BUR 410330","000381103307","3"
"BUR 410332","000381103321","8"
"BUR 410334","000381103345","2"
"BUR 410335","000381103352","11"
"BUR 410336","000381103369","0"
"BUR 410337","000381103376","3"
"BUR 410338","000381103383","3"
"BUR 410339","000381103390","3"
"BUR 410340","000381103406","61"
"BUR 410341","000381103413","0"
"BUR 410342","000381103437","0"
"BUR 410343","000381103420","0"
"BUR 410344","000381103444","14"
"BUR 410345","000381103451","3"
"BUR 410348","000381103482","3"
"BUR 410349","000381103499","2"
"BUR 410600","000381106001","0"
"BUR 410605","000381106056","1"
"BUR 410615","000381106155","6"
"BUR 410620","000381106209","1"
"BUR 410625","000381106254","4"
"BUR 410626","000381106261","2"
"BUR 410630","000381106308","23"
"BUR 410670","000381106704","2"
"BUR 410671","000381106711","2"
"BUR 410672","000381106728","1"
"BUR 410673","000381106735","2"
"BUR 410674","000381106742","2"
"BUR 410675","000381106759","1"
"BUR 410678","000381106780","1"
"BUR 410679","000381106797","0"
"BUR 410680","000381106803","1"
"BUR 410681","000381106810","1"
"BUR 410682","000381106827","0"
"BUR 410684","000381106841","2"
"BUR 410685","000381106858","2"
"BUR 410686","000381106865","0"
"BUR 410990","000381109903","18"
"BUR 410991","000381109910","3"
"BUR 410992","000381109927","6"
"BUR 420012","000381200129","1"
"BUR 420031","000381200310","4"
"BUR 420034","000381200341","4"
"BUR 420037","000381200372","4"
"BUR 420044","000381200440","9"
"BUR 420052","000381200525","21"
"BUR 420069","000381200693","33"
"BUR 420071","000381200716","9"
"BUR 420072","000381200723","17"
"BUR 420073","000381200730","20"
"BUR 420076","000381200761","26"
"BUR 420077","000381200778","0"
"BUR 420079","000381200792","11"
"BUR 420080","000381200808","2"
"BUR 420081","000381200815","10"
"BUR 420082","000381200822","28"
"BUR 420083","000381200839","97"
"BUR 420084","000381200846","287"
"BUR 420085","000381200853","73"
"BUR 420086","000381200860","7"
"BUR 420087","000381200877","156"
"BUR 420130","000381201300","4"
"BUR 420135","000381201355","0"
"BUR 420136","000381201362","0"
"BUR 420137","000381201379","0"
"BUR 420140","000381201409","2"
"BUR 420157","000381201577","1"
"BUR 420159","000381201591","4"
"BUR 420160","000381201607","9"
"BUR 420161","000381201614","5"
"BUR 420162","000381201621","43"
"BUR 420163","000381201638","0"
"BUR 420164","000381201645","26"
"BUR 420165","000381201652","10"
"BUR 420166","000381201669","12"
"BUR 420167","000381201676","2"
"BUR 420168","000381201683","1"
"BUR 420169","000381201690","0"
"BUR 420171","000381201713","2"
"BUR 420180","000381201805","7"
"BUR 420181","000381201812","52"
"BUR 420182","000381201829","44"
"BUR 420183","000381201836","6"
"BUR 420185","000381201850","3"
"BUR 420187","000381201874","3"
"BUR 420188","000381201881","5"
"BUR 420189","000381201898","10"
"BUR 420200","000381202000","2"
"BUR 420210","000381202109","0"
"BUR 420211","000381202116","0"
"BUR 420221","000381202215","2"
"BUR 420222","000381202222","0"
"BUR 420223","000381202239","0"
"BUR 420231","000381202314","2"
"BUR 420232","000381202321","0"
"BUR 420233","000381202338","0"
"BUR 420500","000381205001","0"
"BUR 420501","000381205018","6"
"BUR 420510","000381205100","2"
"BUR 420511","000381205117","2"
"BUR 420520","000381205209","7"
"BUR 420521","000381205216","27"
"BUR 420522","000381205223","2"
"BUR 420530","000381205308","1"
"BUR 420531","000381205315","15"
"BUR 420532","000381205322","5"
"BUR 420554","000381205544","3"
"BUR 420555","000381205551","3"
"BUR 420556","000381205568","0"
"BUR 420561","000381205612","0"
"BUR 420571","000381205711","6"
"BUR 420578","000381205780","5"
"BUR 420581","000381205810","0"
"BUR 420582","000381205827","4"
"BUR 420585","000381205858","6"
"BUR 420587","000381205872","21"
"BUR 420588","000381205889","6"
"BUR 626005","000381260055","2"
"BUR 626006","000381260062","0"
"BUR 626024","000381260246","7"
"BUR 626035","000381260352","1"
"BUR 626050","000381260505","3"
"BUR 626062","000381260628","3"
"BUR 626063","000381260635","9"
"BUS 081000","029757081001","5"
"BUS 081001","029757081018","5"
"BUS 081002","029757081025","5"
"BUS 119599C","029757120236","12"
"BUS 119652C","029757119629","11"
"BUS 119653C","029757119636","9"
"BUS 119736C","029757097361","0"
"BUS 119756C","029757197566","0"
"BUS 119836C","029757198365","0"
"BUS 130105","029757130105","22"
"BUS 131032","029757131324","17"
"BUS 131056","029757165015","8"
"BUS 131250","029757131256","8"
"BUS 131650","029757131652","8"
"BUS 132516","029757162427","2"
"BUS 132517C","029757132574","73"
"BUS 134218","029757134196","9"
"BUS 137307","029757162120","8"
"BUS 138005","029757137999","0"
"BUS 141042","029757141040","0"
"BUS 150142","029757150141","3"
"BUS 173507","029757173539","31"
"BUS 175010","029757175014","29"
"BUS 175012","029757175021","21"
"BUS 202205","029757202253","36"
"BUS 202356","029757202369","0"
"BUS 202421","029757024213","12"
"BUS 202442","029757024428","0"
"BUS 202461","029757024619","2"
"BUS 204124","029757204127","1"
"BUS 234210","029757234216","7"
"BUS 242408","029757424082","3"
"BUS 242410","029757424105","7"
"BUS 260130","029757601308","13"
"BUS 260140","029757601407","38"
"BUS 260150","029757601506","0"
"BUS 260401","029757604019","0"
"BUS 332810","029757328106","0"
"BUS 333208","029757032089","0"
"BUS 334208","029757342089","0"
"BUS 334210","029757342096","0"
"BUS 334211","029757342119","0"
"BUS 334212","","0"
"BUS 335012","029757350121","0"
"BUS 335105","029757351050","0"
"BUS 335856","029757358561","0"
"BUS 352632","029757526328","0"
"BUS 352632S","029757526335","0"
"BUS 352732","029757527325","0"
"BUS 353940","029757539403","0"
"BUS 353950","029757541246","0"
"BUS 360600","029757360601","5"
"BUS 452104","029757521040","0"
"BUS 452104B","029757521026","0"
"BUS 454164","029757541642","0"
"BUS 456240","029757562401","0"
"BUS 610432","029757104328","0"
"BUS 611432","029757114327","18"
"BUS 611436","029757114365","39"
"BUS 611546","029757115461","19"
"BUS 613510","029757135094","0"
"BUS 613510A","029757135117","4"
"BUS 613510B","029757613516","0"
"BUS 613944","029757139443","30"
"BUS 613944AP","029757139436","6"
"BUS 613946B","029757139450","0"
"BUS 613947","029757139467","30"
"BUS 613948","029757139481","91"
"BUS 613950","029757139504","6"
"BUS 614124","029757141248","12"
"BUS 614124B","029757141255","12"
"BUS 614164B","029757141651","4"
"BUS 616185","029757161857","17"
"BUS 616244","029757162458","5"
"BUS 652164B","029757612144","5"
"BUS 652164M","029757652164","0"
"BUS 652164MD","029757652171","10"
"BUS 652165MD","029757652188","7"
"BUS 654305MD","029757654311","0"
"BUS 730005","029757730053","21"
"BUS 730131","029757730138","-1"
"BUS 730135","029757730121","67"
"BUS 731303","029757731302","66"
"BUS 731432","029757731463","7"
"BUS 731432AP","029757731487","5"
"BUS 732633","029757732637","14"
"BUS 732633S","029757736345","6"
"BUS 732736SG","029757735010","0"
"BUS 733126E","029757733139","4"
"BUS 733944S","029757734211","5"
"BUS 733960","029757734204","10"
"BUS 733960B","029757732019","8"
"BUS 733960BP","029757732026","9"
"BUS 733960SG","029757735003","8"
"BUS 734120","029757732040","9"
"BUS 734120B","029757732033","12"
"BUS 740001C","029757740007","28"
"BUS 740012","029757740021","10"
"BUS 740100C","029757740106","54"
"BUS 743333","029757440204","36"
"BUS 744001","029757744012","0"
"BUS 751432","029757514325","0"
"BUS 751432AP","029757014320","0"
"BUS 752104","029757521064","0"
"BUS 752104B","029757521071","0"
"BUS 752515B","029757525154","0"
"BUS 752633","029757026330","0"
"BUS 752633S","029757026323","0"
"BUS 752736","029757752307","0"
"BUS 752736S","029757527363","0"
"BUS 753944S","029757539441","0"
"BUS 753945","029757539458","0"
"BUS 753950","029757753922","0"
"BUS 753960","029757539601","0"
"BUS 753960B","029757753908","0"
"BUS 753960BC","029757753915","0"
"BUS 753960BP","029757753625","0"
"BUS 753960SG","029757753939","0"
"BUS 753960XC","029757753984","0"
"BUS 754120","029757541208","0"
"BUS 754120B","029757054128","0"
"BUS 754164","029757541659","0"
"BUS 754164B","029757541666","0"
"BUS 756185","029757561862","0"
"BUS 756245B","029757562456","0"
"BUS 781548P","029757781567","1"
"BUS 783618","029757783608","8"
"BUS 784405","029757700155","29"
"BUS 785015","029757785015","4"
"BUS 785460ED","029757785466","2"
"BUS 786520","029757786524","8"
"BUS 851532","029757751508","4"
"BUS 851532SG","029757751515","2"
"BUS 853940","029757751546","11"
"BUS 853940B","029757751539","9"
"BUS 853950","029757751560","3"
"BUS 853950B","029757751553","4"
"BUS 854144MD","029757751577","12"
"BUS 886015","029757860156","0"
"BUS 886520","029757865205","0"
"BUS AK731303","029757313034","0"
"BUS AK91424","029757014238","0"
"BUS AR730005","029757740052","9"
"BUS AR730131C","029757740045","26"
"BUS AR731305","029757740144","4"
"BUS AR731306","029757740076","118"
"BUS AR91424","029757920010","27"
"BUS AR91424I","029757920003","38"
"BUS AR92732","029757920027","20"
"BUS AR931240","029757920041","12"
"BUS AR93940","029757920034","16"
"BUS AR945184","029757920058","12"
"BUS AR945184B","029757945181","8"
"BUS E1224","029757009999","1"
"BUS E2104","029757000101","2"
"BUS E2105","029757000125","1"
"BUS E3104","029757000132","0"
"BUS E3124H","029757031242","2"
"BUS E3940","029757010155","0"
"BUS E4164","029757010230","3"
"BUS E4164B","029757010247","5"
"BUS ET1040","029757010001","10"
"BUS ET1624J","029757352170","7"
"BUS ET1X32","029757103208","3"
"BUS ET2164","029757010049","3"
"BUS ET3124F","029757010056","2"
"BUS ET3124FG","029757312402","7"
"BUS ET3124FJ","029757312419","4"
"BUS ET35215G","029757352255","4"
"BUS ET35215M","029757352101","2"
"BUS ET35215T","029757352125","0"
"BUS ET4305","029757010070","8"
"BUS ET5154","029757010025","2"
"BUS ET6245","029757010032","0"
"BUS ET6245F","029757010063","4"
"BUS ET6245FG","029757624505","2"
"BUS ET6245FJ","029757624512","6"
"BUT 13312","043699133123","57"
"BUT 16310","043699163106","5"
"BUT 19000","051525190004","243"
"BUT 20160","051525201601","0"
"BUT 21920","051525219200","14"
"BUT 23426","051525234265","6"
"BUT 23700","051525237006","0"
"BUT 23701","051525237013","6"
"BUT 24211","051525242116","42"
"BUT 25090","043699250905","3"
"BUT 25100","043699251001","0"
"BUT 25520","043699255207","9"
"BUT 26112","043699261123","35"
"BUT 26113","043699261130","48"
"BUT 26412","043699264124","1"
"BUT 26522","043699265220","42"
"BUT 26702","051525267027","0"
"BUT 26712","043699267125","0"
"BUT 26762","043699267620","0"
"BUT 26781","043699267811","0"
"BUT 26923","043699269235","10"
"BUT 30030","051525300304","9"
"BUT 30035","051525300359","16"
"BUT 30040","051525300403","0"
"BUT 30050","051525300502","6"
"BUT 30070","051525300700","0"
"BUT 30090","051525300908","0"
"BUT 30100","051525301004","6"
"BUT 30110","051525301103","16"
"BUT 30120","051525301202","6"
"BUT 30130","051525301301","0"
"BUT 30150","051525301509","11"
"BUT 30170","051525301707","0"
"BUT 30190","051525301905","0"
"BUT 30210","051525302100","3"
"BUT 30230","051525302308","11"
"BUT 30250","051525302506","3"
"BUT 30260","051525302605","33"
"BUT 30270","051525302704","53"
"BUT 30280","051525302803","11"
"BUT 30290","051525302902","0"
"BUT 30300","051525303008","361"
"BUT 30310","051525303107","0"
"BUT 30330","051525303305","17"
"BUT 30340","051525303404","7"
"BUT 30390","051525303909","4"
"BUT 30400","051525304005","0"
"BUT 30430","051525304302","0"
"BUT 30440","051525304401","0"
"BUT 30460","051525304609","10"
"BUT 30470","051525304708","8"
"BUT 30480","051525304807","13"
"BUT 30510","051525305101","2"
"BUT 40202A","051525110002","2"
"BUT 40303","051525110019","14"
"BUT 41011","051525110026","10"
"BUT 41314","051525413141","0"
"BUT 41600","051525416005","14"
"BUT 41601","051525416012","19"
"BUT 41618","051525416180","5"
"BUT 41920","051525110033","3"
"BUT 42527","051525425274","4"
"BUT 42829","051525428299","11"
"BUT 43031","051525110040","4"
"BUT 43334","051525110057","6"
"BUT 44344","051525443445","0"
"BUT 44647","051525110064","6"
"BUT 50325","051525503255","47"
"BUT 50326","051525503262","21"
"BUT 50327","051525503279","56"
"BUT 70201","051525702016","0"
"BUT 70202","051525702023","0"
"BUT 70204","051525702047","2"
"BUT 70205","051525702054","4"
"BUT 70206","051525702061","20"
"BUT 70207","051525702078","0"
"BUT 70208","051525702085","15"
"BUT 70209","051525702092","0"
"BUT 70210","051525702108","0"
"BUT 72048","051525720485","4"
"BUT 74020","051525740209","0"
"BUT 74021","051525740216","0"
"BUT 80013","051525800132","3"
"BUT 80015","051525800156","0"
"BUT 80017","051525800170","0"
"BUT 80019","051525800194","0"
"BUT 80023","051525800231","4"
"BUT 80027","051525800279","0"
"BUT 80033","051525800330","7"
"BUT 80043","051525800439","54"
"BUT 80060","051525800606","0"
"BUT 80061BR","051525000051","0"
"BUT 80079","051525800798","0"
"BUT 80091","051525800910","49"
"BUT 80095","051525800958","0"
"BUT 80098","051525000143","0"
"BUT 81013","051525810131","26"
"BUT 81017","051525810179","69"
"BUT 81018","051525810186","37"
"BUT 81019","051525000082","17"
"BUT 81033","051525810339","58"
"BUT 81043","051525810438","53"
"BUT 81060","051525000044","0"
"BUT BCA1725","051525017257","0"
"BUT HL10CL","051525400400","4"
"BUT HL10SM","051525400417","8"
"BUT MF1013","051525812005","3"
"BUT MF1313","051525812050","7"
"BUT MF1330","051525812074","3"
"BUT MF1343","051525812081","0"
"BUT MFS1013","051525812203","0"
"BUT MO112562","051525241010","205"
"BUT MO112563","051525241027","84"
"BUT MO112568","051525400059","0"
"BUT MO20010","051525200109","0"
"BUT MO20020","051525200208","4"
"BUT MO20030","051525200307","14"
"BUT MO20035","051525200352","9"
"BUT MO20050","051525200505","0"
"BUT MO20070","051525200703","31"
"BUT MO20090","051525200901","6"
"BUT MO20095","051525200956","0"
"BUT MO20100","051525201007","31"
"BUT MO20110","051525201106","31"
"BUT MO20130","051525201304","0"
"BUT MO20140","051525201403","0"
"BUT MO20150","051525201502","0"
"BUT MO20170","051525201700","0"
"BUT MO20180","051525201809","0"
"BUT MO20190","051525201908","0"
"BUT MO20200","051525202004","60"
"BUT MO20210","051525202103","0"
"BUT MO30010","051525300106","8"
"BUT MO30020","051525300205","0"
"BUT MO30200","051525302001","0"
"BUT MO50001","051525500018","0"
"BUT SL10CL","051525400424","42"
"C15 100278","793573792440","0"
"C15 100279","793573792457","0"
"C15 100425","608729647287","0"
"C15 100429","608729647430","0"
"C15 100547","700220496323","1"
"C15 10611","608729647193","0"
"C15 11881","700220497856","0"
"C15 11992","700220497979","1"
"C15 12125","700220498167","16"
"C15 12250","707137964006","0"
"C15 13548","070713796487","0"
"C15 1643","609465205137","0"
"C15 1697","608938410795","3"
"C15 6408","609465205144","0"
"C15 6449","609465205151","0"
"C15 7959","608938411006","1"
"C15 9931","608938410917","0"
"C4F 2401","712324495843","49"
"C4F 2451","712324495850","14"
"CA 13520","678958135206","15"
"CA 13811","678958138115","0"
"CA 13820","678958138207","0"
"CA 13825","678958138252","11"
"CA 14420","678958144208","0"
"CA 23830","678958238303","5"
"CA 23872","678958238723","17"
"CA 24420","678958244205","0"
"CA 34431","678958344318","0"
"CA 34435","678958344356","0"
"CA 52329","678958523294","0"
"CA 52330","678958523300","8"
"CA 52340","678958523409","3"
"CA 52370","678958523706","0"
"CA 53230","678958532302","4"
"CA 53240","678958532401","4"
"CA 53711","678958537116","13"
"CA 53810","678958538106","3"
"CA 53811","678958538113","0"
"CA 53820","678958538205","26"
"CA 53823","678958538236","0"
"CA 53824","678958538243","2"
"CA 53830","678958538304","60"
"CA 53831","678958538311","2"
"CA 53832","678958538328","9"
"CA 53833","678958538335","1"
"CA 53835","678958538359","0"
"CA 53836","678958538366","2"
"CA 53837","678958538373","2"
"CA 53839","678958538397","41"
"CA 53840","678958538403","43"
"CA 53841","678958538410","0"
"CA 53842","678958538427","2"
"CA 53844","678958538441","5"
"CA 53848","678958538489","0"
"CA 53849","678958538496","2"
"CA 53851","678958538519","3"
"CA 53852","678958538526","7"
"CA 53860","678958538601","0"
"CA 53864","678958538649","1"
"CA 53870","678958538700","2"
"CA 53871","678958538717","3"
"CA 53879","678958538793","0"
"CA 53880","678958538809","2"
"CA 53889","678958538892","0"
"CA 53890","678958538908","2"
"CA 53911","678958539110","3"
"CA 62240","678958622409","0"
"CA 72224","678958722246","0"
"CA 72242","678958722420","7"
"CA 72324","678958723243","0"
"CA 72342","678958723427","0"
"CA 73220","678958732207","0"
"CA 73274","678958732740","0"
"CA 73510","678958735109","6"
"CA 73520","678958735208","2"
"CA 73521","678958735215","6"
"CA 73524","678958735246","0"
"CA 73542","678958735420","0"
"CA 73811","678958738117","0"
"CA 73820","678958738209","8"
"CA 73824","678958738247","1"
"CA 73840","678958738407","3"
"CA 73860","678958738600","2"
"CA 74020","678958740202","3"
"CA 74050","678958740509","6"
"CA 74410","678958744101","8"
"CA 74420","678958744200","23"
"CA 74421","678958744217","4"
"CA 74424","678958744248","0"
"CA 74440","678958744408","0"
"CA 74442","678958744422","9"
"CA 74520","678958745207","0"
"CA 79920","678958799200","12"
"CA 79950","678958799507","3"
"CA 93820","678958938203","0"
"CA 93830","678958938302","0"
"CAA 6003","814716011171","14"
"CAA ACP","814716012710","2"
"CAA AKMR","814716010976","19"
"CAA AKTS","814716010549","6"
"CAA AKTSP","814716010563","8"
"CAA AQC1CQR","814716013625","0"
"CAA AQC1CQRPTT","814716013632","0"
"CAA CBS","814716012789","17"
"CAA CBST","676315005971","6"
"CAA CDMAG","814716011140","23"
"CAA CH","814716011591","49"
"CAA CP","814716010129","19"
"CAA CP1","814716010105","14"
"CAA CP2","814716010112","9"
"CAA CPS","814716010365","7"
"CAA CSR1","814716011997","29"
"CAA DVSR","814716012017","6"
"CAA EVG","814716010808","18"
"CAA FFS","814716011379","12"
"CAA FFSFRS","814716014103","11"
"CAA FGA","676315008309","19"
"CAA FRS","814716011386","22"
"CAA FVG5","814716011201","17"
"CAA GSCP","814716015711","15"
"CAA GSCR","814716015674","15"
"CAA LEG","814716013434","0"
"CAA M33","676315002635","0"
"CAA M4S1","814716013120","2"
"CAA MAG","814716011133","19"
"CAA MAG10","814716012758","88"
"CAA MAG17","814716015155","31"
"CAA MAG762AK","814716016824","0"
"CAA MAG762SA","814716016848","0"
"CAA MAGW762AK","814716016831","0"
"CAA MAGW762SA","814716016855","0"
"CAA MBS12","814716021095","5"
"CAA MC16N","814716014929","2"
"CAA MC47","814716012062","16"
"CAA MCD16","814716014257","11"
"CAA MGP500","814716010952","3"
"CAA MGRIP1","814716010181","8"
"CAA MGRIP2","814716010969","9"
"CAA MH1","","0"
"CAA ML556","814716012727","31"
"CAA MPS","814716013021","5"
"CAA MR500","814716010235","0"
"CAA MRGP500","814716011713","2"
"CAA MVG","814716011270","10"
"CAA OPS","814716011157","7"
"CAA OPS1","814716011348","0"
"CAA OPSM","814716010198","8"
"CAA OPSMPPBSS","814716012437","3"
"CAA PBSS","814716010730","42"
"CAA PL2","814716010051","15"
"CAA PLS1","814716011881","5"
"CAA PLS1Q","814716011904","4"
"CAA PR","814716010204","25"
"CAA PTT","814716016527","0"
"CAA RCB2","814716010396","3"
"CAA RGP870","814716012680","8"
"CAA RR870","814716012697","5"
"CAA RRGP870","814716011683","4"
"CAA RS47B","814716011041","3"
"CAA RS47SET","814716011058","1"
"CAA RS47T","814716010525","2"
"CAA RS870","814716012703","0"
"CAA SKBS","814716015186","7"
"CAA SPS","814716010372","3"
"CAA SR","814716010266","10"
"CAA SSM","814716011072","6"
"CAA SST1","814716010983","17"
"CAA SVG","814716012192","1"
"CAA TLL","814716010914","10"
"CAA TRM1","814716010280","7"
"CAA TRM3","814716010303","20"
"CAA TVG","814716012628","21"
"CAA TVG1","814716012635","50"
"CAA UFH3","814716010310","16"
"CAA UFH3P","814716012970","6"
"CAA UPG16","814716010327","23"
"CAA UPG47","814716010334","6"
"CALL TAG","000000000963","6"
"CAR C242","151550000948","11"
"CAR F251","151550000955","55"
"CARL 00100","723189001001","0"
"CARL 00110","723189001100","59"
"CARL 00111","723189001117","10"
"CARL 00400","723189004002","6"
"CARL 00508","723189005085","0"
"CARL 00515","723189005153","0"
"CARL 00521","723189005214","0"
"CARL 00560","","0"
"CARL 04400","723189044008","2"
"CARL 04500","723189045005","9"
"CARL 04501","723189045012","10"
"CARL 04502","723189045029","5"
"CARL 04505","723189045050","5"
"CARL 04506","723189045067","9"
"CARL 04509","723189045098","2"
"CARL 06601","723189066017","12"
"CARL 06602","723189066024","2"
"CARL 07110","723189071103","7"
"CARL 07111","723189071110","3"
"CARL 07119","723189071196","6"
"CARL 07260","723189072605","5"
"CARL 07262","723189072629","6"
"CARL 07269","723189072698","2"
"CARL 07360","723189073602","7"
"CARL 07361","723189073619","3"
"CARL 07369","723189073695","8"
"CARL 07470","723189074708","2"
"CARL 07471","723189074715","3"
"CARL 07479","723189074791","4"
"CARL 07570","723189075705","1"
"CARL 07571","723189075712","2"
"CARL 07579","723189075798","4"
"CARL 07650","723189076504","2"
"CARL 07659","723189076597","1"
"CARL 09001","723189090012","3"
"CARL 09002","723189090029","7"
"CARL 09003","723189090036","3"
"CARL 09005","723189090050","6"
"CARL 09007","723189090074","4"
"CARL 09010","723189090104","1"
"CARL 09011","723189090111","2"
"CARL 09014","723189090142","3"
"CARL 09015","723189090159","3"
"CARL 09016","723189090166","1"
"CARL 09017","723189090173","0"
"CARL 09060","723189090609","2"
"CARL 09061","723189090616","3"
"CARL 09062","723189090623","0"
"CARL 09063","723189090630","7"
"CARL 09064","723189090647","3"
"CARL 09065","723189090654","1"
"CARL 09067","723189090678","3"
"CARL 09068","723189090685","3"
"CARL 09069","723189090692","3"
"CARL 09070","723189090708","2"
"CARL 09071","723189090715","1"
"CARL 11603","723189116033","3"
"CARL 11605","723189116057","3"
"CARL 11607","723189116071","2"
"CARL 11613","723189116132","3"
"CARL 11615","723189116156","3"
"CARL 11617","723189116170","3"
"CARL 11623","723189116231","3"
"CARL 11625","723189116255","2"
"CARL 11627","723189116279","3"
"CARL 11633","723189116330","3"
"CARL 11635","723189116354","3"
"CARL 11637","723189116378","3"
"CARL 11643","723189116439","3"
"CARL 11645","723189116453","3"
"CARL 11647","723189116477","3"
"CARL 12069","723189120696","3"
"CARL 12211","723189122119","5"
"CARL 12212","723189122126","12"
"CARL 12213","723189122133","11"
"CARL 12214","723189122140","7"
"CARL 12215","723189122157","15"
"CARL 12261","723189122614","32"
"CARL 12262","723189122621","19"
"CARL 12263","723189122638","17"
"CARL 12266","723189122669","10"
"CARL 12268","723189122683","3"
"CARL 13362","723189133627","3"
"CARL 13363","723189133634","3"
"CARL 13364","723189133641","2"
"CARL 13365","723189133658","1"
"CARL 13367","723189133672","2"
"CARL 13399","723189133993","3"
"CARL 15511","723189155117","2"
"CARL 15512","723189155124","12"
"CARL 15513","723189155131","5"
"CARL 15514","723189155148","6"
"CARL 15515","723189155155","4"
"CARL 15516","723189155162","13"
"CARL 15517","723189155179","4"
"CARL 15599","723189155995","3"
"CARL 16610","723189166106","2"
"CARL 16612","723189166120","6"
"CARL 16614","723189166144","1"
"CARL 16615","723189166151","3"
"CARL 17799","723189177997","2"
"CARL 18852","723189188528","5"
"CARL 18853","723189188535","1"
"CARL 18854","723189188542","5"
"CARL 18855","723189188559","3"
"CARL 18858","723189188580","4"
"CARL 18859","723189188597","2"
"CARL 18861","723189188610","1"
"CARL 18862","723189188627","4"
"CARL 18863","723189188634","2"
"CARL 18864","723189188641","3"
"CARL 18865","723189188658","6"
"CARL 18866","723189188665","6"
"CARL 18867","723189188672","4"
"CARL 18899","723189188993","1"
"CARL 19583","723189195830","2"
"CARL 19591","723189195915","4"
"CARL 19770","723189197704","5"
"CARL 19771","723189197711","1"
"CARL 19772","723189197728","15"
"CARL 19773","723189197735","5"
"CARL 19774","723189197742","4"
"CARL 19775","723189197759","6"
"CARL 19776","723189197766","4"
"CARL 19870","723189198701","3"
"CARL 19881","723189198817","5"
"CARL 19892","723189198923","6"
"CARL 19962","723189199623","4"
"CARL 19963","723189199630","4"
"CARL 19964","723189199647","6"
"CARL 30040","723189300401","0"
"CARL 30042","723189300425","4"
"CARL 30044","723189300449","3"
"CARL 30046","723189300463","4"
"CARL 30048","723189300487","0"
"CARL 30050","723189300500","1"
"CARL 40020","723189400200","9"
"CARL 40021","723189400217","6"
"CARL 65003","723189650032","0"
"CARL 65004","723189650049","0"
"CARL 65009","723189650094","8"
"CARL 67093","723189670931","0"
"CARL 67099","723189670993","2"
"CARL 70000","723189700003","2"
"CARL 70010","723189700102","3"
"CARL 70020","723189700201","9"
"CARL 70040","723189700409","4"
"CARL 70100","723189701000","21"
"CARL 70120","723189701208","14"
"CARL 70130","723189701307","17"
"CARL 70140","723189701406","1"
"CARL 70150","723189701505","2"
"CARL 70160","723189701604","22"
"CARL 70301","723189703011","2"
"CARL 70321","723189703219","2"
"CARL 70331","723189703318","2"
"CARL 70341","723189703417","2"
"CARL 70351","723189703516","2"
"CARL 87004","723189870041","1"
"CARL 87007","723189870072","3"
"CCI 0021","076683000217","0"
"CCI 0035FG","076683500359","0"
"CCI 22","076683000224","0"
"CCI 23","076683000231","0"
"CCI 23606","076683236067","0"
"CCI 23611","076683236111","0"
"CCI 23614","076683236142","0"
"CCI 23618","076683236180","0"
"CCI 23619","076683236197","0"
"CCI 23913","076683239136","37"
"CCI 23914","076683239143","0"
"CCI 23917","076683239174","0"
"CCI 23918","076683239181","0"
"CCI 23920","076683239204","0"
"CCI 23921","076683239211","0"
"CCI 23960","076683239600","0"
"CCI 23961","076683239617","0"
"CCI 23962","076683239624","30"
"CCI 23964","076683239648","0"
"CCI 23966","076683239662","29"
"CCI 23968","076683239686","0"
"CCI 23969","076683239693","0"
"CCI 23970","076683239709","0"
"CCI 23971","076683239716","0"
"CCI 23972","076683239723","0"
"CCI 23973","076683239730","0"
"CCI 23975","076683239754","0"
"CCI 23977","076683239778","0"
"CCI 23978","076683239785","0"
"CCI 23980","076683239808","0"
"CCI 23984","076683239846","0"
"CCI 23988","076683239884","0"
"CCI 24","076683000248","0"
"CCI 24465","076683244659","0"
"CCI 25","076683000255","0"
"CCI 26","076683000262","0"
"CCI 27","076683000279","0"
"CCI 28","076683000286","0"
"CCI 29","076683000293","0"
"CCI 30","076683000309","0"
"CCI 31","076683000316","0"
"CCI 32","076683000323","0"
"CCI 33","076683000330","0"
"CCI 3501","076683035011","0"
"CCI 3503","076683035035","0"
"CCI 3505","076683035059","0"
"CCI 3506","076683035066","18"
"CCI 3509","076683035097","0"
"CCI 3522","076683035226","215"
"CCI 3542","076683035424","0"
"CCI 3556","076683035561","0"
"CCI 3564","076683035646","0"
"CCI 3570","076683035707","2291"
"CCI 3578","076683035783","0"
"CCI 3582","076683035820","0"
"CCI 3584","076683035844","0"
"CCI 3587","076683035875","10"
"CCI 3589","076683035899","16"
"CCI 3591","076683035912","21"
"CCI 3597","076683035974","0"
"CCI 37","076683000378","0"
"CCI 3712CC","","0"
"CCI 3714CC","","0"
"CCI 3718CC","","0"
"CCI 3722CC","","0"
"CCI 3738","076683037381","0"
"CCI 3740","076683037404","0"
"CCI 3744","076683037442","0"
"CCI 3745","076683037459","0"
"CCI 3746","076683037466","0"
"CCI 3790","076683037909","0"
"CCI 38","076683000385","0"
"CCI 39","076683000392","0"
